cx,cy,trees,placements,treeBases,landMin,landMax,relief,maxTreeExtent
-24,30,15,15,10,7080.0,8152.0,1072.0,915.9
-24,31,21,21,9,6864.0,7400.0,536.0,915.9
-24,32,2,2,1,6672.0,7264.0,592.0,835.0
-24,33,2,2,2,6728.0,8704.0,1976.0,835.0
-24,34,5,5,3,7184.0,9904.0,2720.0,1007.8
-24,35,3,4,2,7856.0,9792.0,1936.0,835.0
-24,36,3,3,2,6984.0,9192.0,2208.0,835.0
-24,-45,3,3,3,11112.0,13808.0,2696.0,1101.2
-24,-44,2,2,2,12016.0,13608.0,1592.0,1101.2
-24,-42,7,7,5,10048.0,11152.0,1104.0,1007.8
-24,-41,1,1,1,9456.0,10696.0,1240.0,581.9
-24,-40,1,1,1,8952.0,10360.0,1408.0,867.1
-24,-39,13,14,5,8664.0,9728.0,1064.0,867.1
-24,-38,10,10,3,7184.0,9344.0,2160.0,867.1
-24,-37,7,7,5,6896.0,7384.0,488.0,867.1
-24,-36,3,5,2,6152.0,7312.0,1160.0,456.5
-24,-33,1,2,1,6840.0,7888.0,1048.0,456.5
-24,-32,3,4,2,6736.0,8192.0,1456.0,456.5
-24,-21,1,3,1,4704.0,5448.0,744.0,743.6
-24,-20,3,4,2,4840.0,5512.0,672.0,743.6
-24,-19,5,5,5,4608.0,5088.0,480.0,867.1
-24,-18,9,10,2,4216.0,4968.0,752.0,867.1
-24,-17,8,11,3,4720.0,5632.0,912.0,867.1
-24,-16,13,13,5,4264.0,5512.0,1248.0,867.1
-24,-15,12,13,7,4200.0,5704.0,1504.0,1007.8
-24,-14,26,30,6,3568.0,5328.0,1760.0,1326.5
-24,-13,28,63,6,3464.0,4680.0,1216.0,1326.5
-24,-12,41,41,8,3200.0,4592.0,1392.0,1101.2
-24,-11,45,51,10,3600.0,4792.0,1192.0,1326.5
-24,-10,32,38,10,2920.0,4776.0,1856.0,1326.5
-24,-9,22,24,7,2712.0,5744.0,3032.0,1326.5
-24,-8,28,28,6,3816.0,5592.0,1776.0,1101.2
-24,-7,39,39,8,4520.0,5840.0,1320.0,1326.5
-24,-6,47,47,7,5432.0,6136.0,704.0,1326.5
-24,-5,24,26,6,5184.0,7056.0,1872.0,1101.2
-24,-4,24,25,9,5760.0,7032.0,1272.0,1326.5
-24,-3,39,40,9,6560.0,8096.0,1536.0,1326.5
-24,-2,32,35,11,6600.0,8112.0,1512.0,1101.2
-24,-1,35,37,13,6736.0,8352.0,1616.0,1326.5
-23,0,30,90,12,6416.0,7192.0,776.0,1007.8
-23,1,14,18,8,6032.0,6536.0,504.0,781.0
-23,2,20,20,8,5296.0,6424.0,1128.0,835.0
-23,3,13,14,9,5144.0,5968.0,824.0,915.9
-23,4,18,20,10,5160.0,5816.0,656.0,915.9
-23,5,10,11,7,5232.0,6112.0,880.0,1183.3
-23,6,12,16,5,5648.0,6912.0,1264.0,915.9
-23,7,29,44,14,6256.0,7736.0,1480.0,1101.2
-23,8,24,28,12,6784.0,7688.0,904.0,915.9
-23,9,30,94,11,6984.0,7680.0,696.0,1183.3
-23,10,41,51,10,6192.0,7680.0,1488.0,1007.8
-23,11,40,41,14,4464.0,6528.0,2064.0,1007.8
-23,12,1,2,1,4456.0,5856.0,1400.0,437.0
-23,13,6,9,6,5032.0,6552.0,1520.0,915.9
-23,14,33,36,10,6048.0,7504.0,1456.0,915.9
-23,15,67,72,16,7264.0,8088.0,824.0,1183.3
-23,16,73,76,16,7208.0,8128.0,920.0,1101.2
-23,17,53,55,13,7192.0,8312.0,1120.0,1101.2
-23,18,35,39,13,7184.0,8792.0,1608.0,915.9
-23,19,51,53,9,7552.0,9584.0,2032.0,1326.5
-23,20,74,75,10,8280.0,9592.0,1312.0,915.9
-23,21,63,65,12,8336.0,9528.0,1192.0,915.9
-23,22,33,36,10,7760.0,8952.0,1192.0,915.9
-23,23,47,47,13,7600.0,8680.0,1080.0,915.9
-23,24,50,50,13,7464.0,8120.0,656.0,915.9
-23,25,48,48,13,7808.0,8616.0,808.0,915.9
-23,26,45,47,11,7968.0,9832.0,1864.0,915.9
-23,27,33,33,12,9216.0,11560.0,2344.0,915.9
-23,28,43,43,13,10144.0,11736.0,1592.0,915.9
-23,30,1,1,1,7064.0,9256.0,2192.0,437.0
-23,31,8,8,7,6816.0,7576.0,760.0,835.0
-23,32,5,5,3,6576.0,7104.0,528.0,1101.2
-23,33,9,9,4,6400.0,7232.0,832.0,1101.2
-23,34,6,6,3,6240.0,7856.0,1616.0,1101.2
-23,35,3,3,2,6264.0,8704.0,2440.0,835.0
-23,-44,5,5,5,10688.0,12920.0,2232.0,1101.2
-23,-42,3,3,3,9920.0,12168.0,2248.0,1101.2
-23,-40,6,6,3,8680.0,9800.0,1120.0,867.1
-23,-39,2,3,1,8352.0,9656.0,1304.0,743.6
-23,-38,2,3,1,6872.0,9344.0,2472.0,743.6
-23,-37,22,22,5,6472.0,7264.0,792.0,867.1
-23,-36,2,3,1,6048.0,7080.0,1032.0,456.5
-23,-35,5,7,2,5896.0,6760.0,864.0,456.5
-23,-34,1,1,1,6216.0,6880.0,664.0,456.5
-23,-33,2,4,1,6208.0,7448.0,1240.0,456.5
-23,-32,1,1,1,6480.0,7600.0,1120.0,456.5
-23,-29,4,6,2,5784.0,8232.0,2448.0,477.4
-23,-28,1,1,1,5920.0,8192.0,2272.0,456.5
-23,-27,1,4,1,5384.0,6824.0,1440.0,456.5
-23,-20,4,4,3,4224.0,5216.0,992.0,867.1
-23,-18,18,20,7,3984.0,5272.0,1288.0,867.1
-23,-17,5,9,4,4064.0,5528.0,1464.0,867.1
-23,-16,6,6,4,3992.0,5232.0,1240.0,867.1
-23,-15,8,8,5,3688.0,4328.0,640.0,867.1
-23,-14,24,25,6,3064.0,4208.0,1144.0,1326.5
-23,-13,31,90,5,2648.0,3584.0,936.0,1101.2
-23,-12,31,45,5,2648.0,3600.0,952.0,1101.2
-23,-11,16,24,6,2752.0,4376.0,1624.0,1101.2
-23,-10,31,38,8,2496.0,4288.0,1792.0,1326.5
-23,-9,19,20,6,2512.0,4200.0,1688.0,1101.2
-23,-8,28,30,7,2792.0,4824.0,2032.0,1326.5
-23,-7,26,26,6,3960.0,5440.0,1480.0,1326.5
-23,-6,22,24,6,3688.0,5624.0,1936.0,1326.5
-23,-5,36,104,13,4816.0,5760.0,944.0,1326.5
-23,-4,20,21,7,5304.0,6728.0,1424.0,1326.5
-23,-3,25,26,9,5728.0,7024.0,1296.0,1326.5
-23,-2,20,60,7,5888.0,6808.0,920.0,1326.5
-23,-1,25,117,6,6200.0,6864.0,664.0,1007.8
-22,0,20,143,10,6080.0,6496.0,416.0,1326.5
-22,1,19,26,11,6112.0,6576.0,464.0,1007.8
-22,2,8,27,7,4360.0,6432.0,2072.0,781.0
-22,3,21,23,9,4120.0,5552.0,1432.0,915.9
-22,4,13,15,6,4136.0,5560.0,1424.0,915.9
-22,5,3,14,3,4328.0,5648.0,1320.0,915.9
-22,7,10,11,5,5568.0,6920.0,1352.0,915.9
-22,8,28,39,13,6248.0,7136.0,888.0,1007.8
-22,9,11,51,3,6584.0,7040.0,456.0,915.9
-22,10,36,52,11,5728.0,7016.0,1288.0,915.9
-22,11,6,9,5,4176.0,6192.0,2016.0,1007.8
-22,13,14,14,9,4744.0,6096.0,1352.0,915.9
-22,14,33,34,11,5656.0,7264.0,1608.0,835.0
-22,15,36,55,10,6608.0,7880.0,1272.0,915.9
-22,16,34,34,11,6920.0,7712.0,792.0,915.9
-22,17,60,62,12,7128.0,7880.0,752.0,915.9
-22,18,26,27,10,7144.0,7848.0,704.0,915.9
-22,19,18,18,7,7120.0,8280.0,1160.0,915.9
-22,20,29,31,8,7200.0,8432.0,1232.0,915.9
-22,21,21,26,5,7128.0,8968.0,1840.0,915.9
-22,22,8,12,4,4880.0,8944.0,4064.0,781.0
-22,23,39,41,13,7808.0,8624.0,816.0,915.9
-22,24,48,48,12,7808.0,8440.0,632.0,915.9
-22,25,51,52,12,8096.0,9192.0,1096.0,915.9
-22,26,31,35,9,8384.0,10424.0,2040.0,915.9
-22,27,41,41,13,9776.0,11656.0,1880.0,915.9
-22,28,54,54,12,10816.0,11776.0,960.0,915.9
-22,29,5,5,4,9216.0,11712.0,2496.0,915.9
-22,-44,3,3,2,10184.0,13096.0,2912.0,1101.2
-22,-43,6,6,5,12168.0,13112.0,944.0,1007.8
-22,-42,6,6,5,10704.0,12552.0,1848.0,915.9
-22,-40,14,14,5,8632.0,9984.0,1352.0,867.1
-22,-39,17,17,4,7952.0,8856.0,904.0,867.1
-22,-38,47,47,5,6856.0,8352.0,1496.0,867.1
-22,-37,16,18,5,6360.0,7496.0,1136.0,867.1
-22,-34,3,3,1,5752.0,6752.0,1000.0,456.5
-22,-32,2,2,2,5704.0,6648.0,944.0,456.5
-22,-31,5,5,2,5720.0,6584.0,864.0,456.5
-22,-30,3,3,2,5496.0,6368.0,872.0,456.5
-22,-29,6,9,3,5520.0,6624.0,1104.0,477.4
-22,-28,4,5,3,5312.0,6352.0,1040.0,867.1
-22,-27,4,6,3,5192.0,6304.0,1112.0,477.4
-22,-20,4,4,3,4192.0,4752.0,560.0,743.6
-22,-19,11,11,5,3752.0,4488.0,736.0,867.1
-22,-18,19,19,5,3704.0,4336.0,632.0,867.1
-22,-17,7,8,3,3280.0,5136.0,1856.0,743.6
-22,-16,9,9,5,3080.0,4576.0,1496.0,867.1
-22,-15,9,10,6,2792.0,4200.0,1408.0,867.1
-22,-14,19,21,5,2576.0,4040.0,1464.0,1101.2
-22,-13,13,22,3,2584.0,3136.0,552.0,626.3
-22,-12,5,109,5,2616.0,2760.0,144.0,1326.5
-22,-11,15,38,5,2448.0,2912.0,464.0,1101.2
-22,-10,23,110,7,1592.0,2840.0,1248.0,1326.5
-22,-9,3,351,3,1592.0,2880.0,1288.0,1007.8
-22,-8,25,30,9,2016.0,3960.0,1944.0,1101.2
-22,-7,16,19,5,2984.0,4464.0,1480.0,1101.2
-22,-6,28,29,6,3520.0,4904.0,1384.0,1326.5
-22,-5,28,123,8,4768.0,5464.0,696.0,1101.2
-22,-4,34,91,11,5288.0,5800.0,512.0,1101.2
-22,-3,4,194,4,5456.0,5888.0,432.0,1101.2
-22,-2,3,234,2,5392.0,6200.0,808.0,626.3
-22,-1,12,98,4,5992.0,6488.0,496.0,1326.5
-21,0,35,65,7,4792.0,6176.0,1384.0,1326.5
-21,1,28,35,12,4248.0,6352.0,2104.0,1007.8
-21,2,11,19,11,3936.0,6272.0,2336.0,1007.8
-21,3,35,38,14,3944.0,4632.0,688.0,1183.3
-21,4,41,42,19,4024.0,4704.0,680.0,1326.5
-21,5,25,62,12,4064.0,4584.0,520.0,915.9
-21,6,21,38,10,4296.0,5568.0,1272.0,915.9
-21,7,22,203,12,5056.0,6248.0,1192.0,1326.5
-21,8,22,30,10,5600.0,6656.0,1056.0,1183.3
-21,9,37,68,10,6008.0,6688.0,680.0,1007.8
-21,10,26,56,6,5304.0,6728.0,1424.0,915.9
-21,13,19,19,10,4744.0,6304.0,1560.0,915.9
-21,14,43,44,13,5464.0,6680.0,1216.0,1183.3
-21,15,20,173,13,6512.0,7200.0,688.0,915.9
-21,16,56,86,14,6904.0,7592.0,688.0,1183.3
-21,17,21,22,6,7504.0,7944.0,440.0,915.9
-21,18,47,48,13,7280.0,8104.0,824.0,1101.2
-21,19,19,19,10,7136.0,7448.0,312.0,1183.3
-21,20,26,27,12,7208.0,7776.0,568.0,915.9
-21,21,13,17,7,7128.0,7776.0,648.0,915.9
-21,22,42,44,13,7152.0,8216.0,1064.0,1326.5
-21,23,50,52,10,7208.0,8392.0,1184.0,915.9
-21,24,62,63,12,7840.0,8736.0,896.0,915.9
-21,25,60,60,10,8000.0,9136.0,1136.0,1007.8
-21,26,43,44,11,8520.0,10208.0,1688.0,1183.3
-21,27,39,42,12,9328.0,11280.0,1952.0,1326.5
-21,28,41,41,12,10672.0,11976.0,1304.0,915.9
-21,29,49,49,11,10272.0,12016.0,1744.0,915.9
-21,-44,10,10,6,9632.0,12704.0,3072.0,915.9
-21,-43,9,9,6,10704.0,12736.0,2032.0,1007.8
-21,-42,6,6,4,10256.0,12272.0,2016.0,712.9
-21,-41,3,3,3,9528.0,11216.0,1688.0,1101.2
-21,-40,9,9,3,8792.0,10608.0,1816.0,867.1
-21,-39,28,28,5,7792.0,9336.0,1544.0,867.1
-21,-38,30,30,5,7376.0,8480.0,1104.0,867.1
-21,-37,19,21,3,6384.0,8128.0,1744.0,743.6
-21,-36,2,4,2,5672.0,6944.0,1272.0,456.5
-21,-33,2,2,1,5288.0,6296.0,1008.0,456.5
-21,-32,14,14,2,5280.0,6016.0,736.0,456.5
-21,-31,3,3,2,4896.0,6160.0,1264.0,743.6
-21,-30,7,8,3,5104.0,6160.0,1056.0,477.4
-21,-29,8,9,3,4928.0,6320.0,1392.0,867.1
-21,-28,7,7,4,4792.0,5880.0,1088.0,743.6
-21,-27,6,7,3,4872.0,6128.0,1256.0,743.6
-21,-21,1,1,1,4096.0,4592.0,496.0,477.4
-21,-20,10,10,5,3904.0,4608.0,704.0,867.1
-21,-19,30,30,5,3512.0,4296.0,784.0,867.1
-21,-18,22,22,5,3472.0,4000.0,528.0,867.1
-21,-17,10,11,4,3072.0,3760.0,688.0,867.1
-21,-16,6,6,5,2272.0,3296.0,1024.0,867.1
-21,-15,10,10,8,1984.0,3080.0,1096.0,1101.2
-21,-14,23,25,5,1544.0,2800.0,1256.0,1101.2
-21,-13,9,23,3,1504.0,2688.0,1184.0,626.3
-21,-12,3,119,2,1280.0,2688.0,1408.0,915.9
-21,-11,11,37,5,800.0,2712.0,1912.0,1101.2
-21,-10,5,42,5,360.0,2448.0,2088.0,835.0
-21,-9,4,49,4,536.0,2224.0,1688.0,1101.2
-21,-8,35,38,8,1784.0,3400.0,1616.0,1326.5
-21,-7,30,30,5,3024.0,4168.0,1144.0,1101.2
-21,-6,30,30,5,3840.0,4920.0,1080.0,1101.2
-21,-5,44,44,6,4728.0,5480.0,752.0,1326.5
-21,-4,18,18,9,5144.0,5888.0,744.0,1101.2
-21,-3,16,18,11,5600.0,5864.0,264.0,1326.5
-21,-2,26,27,8,5496.0,6032.0,536.0,1326.5
-21,-1,25,29,6,4872.0,6176.0,1304.0,1326.5
-20,0,19,25,8,3344.0,5224.0,1880.0,1101.2
-20,1,17,21,10,2728.0,5224.0,2496.0,1101.2
-20,2,19,24,9,2496.0,4632.0,2136.0,915.9
-20,3,26,31,8,3240.0,4624.0,1384.0,915.9
-20,4,23,32,10,3272.0,4448.0,1176.0,1326.5
-20,5,21,21,10,3696.0,4464.0,768.0,915.9
-20,6,29,30,9,4136.0,5056.0,920.0,915.9
-20,7,28,38,10,4424.0,5600.0,1176.0,1101.2
-20,8,28,32,7,4680.0,6016.0,1336.0,1007.8
-20,9,44,44,8,5048.0,6216.0,1168.0,915.9
-20,10,53,54,13,4144.0,6232.0,2088.0,1007.8
-20,11,14,23,7,4160.0,5760.0,1600.0,915.9
-20,12,1,2,1,4560.0,6392.0,1832.0,581.9
-20,13,32,33,9,5072.0,7112.0,2040.0,1183.3
-20,14,33,33,11,6304.0,7120.0,816.0,915.9
-20,15,48,62,13,6480.0,7416.0,936.0,915.9
-20,16,26,34,8,6816.0,7616.0,800.0,915.9
-20,17,28,28,10,7288.0,7920.0,632.0,1101.2
-20,18,54,55,12,7336.0,8120.0,784.0,1007.8
-20,19,7,7,5,7080.0,7504.0,424.0,835.0
-20,20,7,9,6,7128.0,7712.0,584.0,915.9
-20,21,4,12,2,7520.0,7848.0,328.0,915.9
-20,22,27,31,12,7208.0,7968.0,760.0,915.9
-20,23,39,41,12,7200.0,8256.0,1056.0,1007.8
-20,24,45,48,7,7336.0,8848.0,1512.0,915.9
-20,25,39,40,13,8160.0,9800.0,1640.0,915.9
-20,26,56,56,12,8720.0,10560.0,1840.0,915.9
-20,27,31,31,10,9704.0,11272.0,1568.0,915.9
-20,28,49,51,13,9864.0,11936.0,2072.0,915.9
-20,29,31,31,11,10616.0,12200.0,1584.0,915.9
-20,30,47,47,11,10080.0,12072.0,1992.0,915.9
-20,-44,10,10,7,9704.0,11720.0,2016.0,1101.2
-20,-43,5,5,4,10328.0,11680.0,1352.0,1101.2
-20,-42,1,1,1,9640.0,10712.0,1072.0,345.8
-20,-41,6,6,5,9632.0,10936.0,1304.0,1101.2
-20,-40,15,15,6,9272.0,10512.0,1240.0,867.1
-20,-39,9,10,4,8336.0,10336.0,2000.0,867.1
-20,-38,16,17,4,8008.0,9904.0,1896.0,867.1
-20,-37,7,12,2,6512.0,9768.0,3256.0,456.5
-20,-36,2,2,1,5712.0,6976.0,1264.0,456.5
-20,-32,5,97,2,5032.0,5672.0,640.0,456.5
-20,-31,2,2,2,4776.0,5464.0,688.0,456.5
-20,-30,7,7,4,4800.0,5464.0,664.0,867.1
-20,-29,7,9,2,4632.0,5896.0,1264.0,456.5
-20,-28,13,13,4,4664.0,5200.0,536.0,867.1
-20,-27,16,16,4,4392.0,5208.0,816.0,867.1
-20,-21,1,3,1,3784.0,4384.0,600.0,477.4
-20,-20,17,17,5,3824.0,4192.0,368.0,867.1
-20,-19,16,16,5,3240.0,4152.0,912.0,867.1
-20,-18,24,24,5,2640.0,3800.0,1160.0,867.1
-20,-17,6,6,3,2128.0,3528.0,1400.0,867.1
-20,-15,3,5,3,832.0,2272.0,1440.0,626.3
-20,-14,4,9,3,880.0,2088.0,1208.0,626.3
-20,-10,10,40,8,688.0,2336.0,1648.0,1326.5
-20,-9,14,19,6,824.0,2520.0,1696.0,1183.3
-20,-8,31,32,8,2224.0,3544.0,1320.0,1007.8
-20,-7,56,57,9,3216.0,4168.0,952.0,1326.5
-20,-6,51,51,7,3568.0,4776.0,1208.0,1326.5
-20,-5,24,25,6,3888.0,5312.0,1424.0,1101.2
-20,-4,31,32,5,4344.0,5640.0,1296.0,1101.2
-20,-3,26,27,5,4416.0,5712.0,1296.0,1101.2
-20,-2,20,20,6,4264.0,5720.0,1456.0,1326.5
-20,-1,28,35,6,3912.0,5640.0,1728.0,1101.2
-19,0,21,27,11,2624.0,4048.0,1424.0,915.9
-19,1,21,23,12,1528.0,3640.0,2112.0,1101.2
-19,2,23,24,8,1448.0,3672.0,2224.0,915.9
-19,3,23,24,13,2752.0,3744.0,992.0,1007.8
-19,4,20,24,8,3008.0,4272.0,1264.0,915.9
-19,5,22,37,8,3840.0,4680.0,840.0,1101.2
-19,6,16,17,4,4200.0,4800.0,600.0,915.9
-19,7,26,27,9,4368.0,4800.0,432.0,1183.3
-19,8,20,21,5,4320.0,5312.0,992.0,915.9
-19,9,21,23,11,4368.0,5344.0,976.0,915.9
-19,10,40,46,12,3776.0,5072.0,1296.0,915.9
-19,11,36,40,10,3728.0,5464.0,1736.0,1183.3
-19,12,13,18,9,4672.0,6400.0,1728.0,1007.8
-19,13,21,23,11,5952.0,7144.0,1192.0,1183.3
-19,14,34,34,16,6584.0,7152.0,568.0,1183.3
-19,15,40,40,13,6632.0,7456.0,824.0,1007.8
-19,16,4,109,4,7088.0,7656.0,568.0,781.0
-19,17,5,6,3,7528.0,8080.0,552.0,915.9
-19,18,23,26,11,7472.0,8136.0,664.0,1183.3
-19,19,15,18,10,7096.0,8072.0,976.0,1007.8
-19,20,7,9,6,7096.0,7664.0,568.0,781.0
-19,21,10,16,5,7152.0,7840.0,688.0,915.9
-19,22,11,16,7,7704.0,7856.0,152.0,1326.5
-19,23,47,49,14,7200.0,7848.0,648.0,915.9
-19,24,41,53,8,7232.0,8456.0,1224.0,1007.8
-19,25,34,35,9,8136.0,9888.0,1752.0,1183.3
-19,26,62,62,9,9248.0,10264.0,1016.0,1183.3
-19,27,15,18,5,9808.0,10872.0,1064.0,915.9
-19,28,42,42,12,10648.0,11288.0,640.0,915.9
-19,29,38,38,13,10808.0,11352.0,544.0,915.9
-19,30,49,49,12,10264.0,11440.0,1176.0,915.9
-19,-45,3,3,3,9504.0,11480.0,1976.0,915.9
-19,-44,9,9,5,11048.0,12032.0,984.0,1101.2
-19,-43,2,2,2,10152.0,11960.0,1808.0,1101.2
-19,-42,10,10,7,9200.0,11208.0,2008.0,1101.2
-19,-41,4,4,4,9136.0,9824.0,688.0,1101.2
-19,-40,6,6,6,9128.0,10032.0,904.0,1101.2
-19,-39,3,3,3,9296.0,10360.0,1064.0,915.9
-19,-38,1,3,1,9224.0,10368.0,1144.0,781.0
-19,-37,11,14,2,6928.0,9848.0,2920.0,456.5
-19,-36,6,8,2,5816.0,7112.0,1296.0,456.5
-19,-29,8,8,2,4544.0,5208.0,664.0,456.5
-19,-28,7,13,2,4440.0,4960.0,520.0,456.5
-19,-27,1,35,1,4304.0,5064.0,760.0,456.5
-19,-22,5,6,1,3936.0,4360.0,424.0,456.5
-19,-20,22,23,5,3640.0,4144.0,504.0,867.1
-19,-19,18,18,5,2984.0,3968.0,984.0,867.1
-19,-18,21,21,4,2632.0,3328.0,696.0,867.1
-19,-17,18,18,5,1800.0,3040.0,1240.0,867.1
-19,-16,6,7,4,928.0,2208.0,1280.0,867.1
-19,-15,2,4,2,544.0,1856.0,1312.0,867.1
-19,-11,2,52,2,1080.0,2064.0,984.0,626.3
-19,-10,36,46,8,1824.0,2944.0,1120.0,1101.2
-19,-9,44,49,8,2032.0,3224.0,1192.0,1101.2
-19,-8,63,65,9,2288.0,3896.0,1608.0,1326.5
-19,-7,49,49,6,3256.0,4000.0,744.0,1326.5
-19,-6,38,38,6,3256.0,4136.0,880.0,1326.5
-19,-5,42,42,6,3440.0,4600.0,1160.0,1326.5
-19,-4,13,13,5,3416.0,4712.0,1296.0,1101.2
-19,-3,22,23,6,3192.0,4608.0,1416.0,1326.5
-19,-2,16,19,11,3144.0,4480.0,1336.0,1101.2
-19,-1,17,26,8,3672.0,4376.0,704.0,1007.8
-18,0,8,15,8,1584.0,3944.0,2360.0,1326.5
-18,1,19,20,12,1736.0,2624.0,888.0,1101.2
-18,2,9,18,7,1432.0,2752.0,1320.0,915.9
-18,3,18,20,10,2136.0,3336.0,1200.0,915.9
-18,4,33,38,11,2912.0,4144.0,1232.0,915.9
-18,5,20,20,6,3064.0,4512.0,1448.0,1326.5
-18,6,13,14,3,4064.0,4976.0,912.0,915.9
-18,7,24,25,9,4464.0,5104.0,640.0,915.9
-18,8,23,25,10,4312.0,4872.0,560.0,915.9
-18,9,43,46,8,3760.0,4672.0,912.0,915.9
-18,10,31,45,11,3480.0,4368.0,888.0,915.9
-18,11,54,54,14,3496.0,4728.0,1232.0,915.9
-18,12,24,27,7,4536.0,5952.0,1416.0,1183.3
-18,13,41,42,14,5512.0,6632.0,1120.0,1326.5
-18,14,44,44,13,5936.0,6792.0,856.0,1007.8
-18,15,8,10,5,6344.0,7144.0,800.0,915.9
-18,16,16,16,11,6600.0,7616.0,1016.0,1007.8
-18,17,26,28,7,6912.0,8072.0,1160.0,1326.5
-18,18,15,19,9,6328.0,7984.0,1656.0,915.9
-18,19,14,15,8,6328.0,7856.0,1528.0,915.9
-18,20,23,23,10,7144.0,7704.0,560.0,915.9
-18,21,13,16,6,7128.0,7792.0,664.0,1326.5
-18,22,41,42,7,7256.0,7984.0,728.0,1007.8
-18,23,41,44,10,7016.0,7968.0,952.0,1101.2
-18,24,50,50,12,7224.0,8144.0,920.0,915.9
-18,25,38,38,11,7968.0,9256.0,1288.0,1183.3
-18,26,65,66,13,8624.0,10264.0,1640.0,915.9
-18,27,22,23,7,9736.0,10728.0,992.0,1183.3
-18,28,30,32,12,9576.0,11096.0,1520.0,915.9
-18,29,52,52,13,10440.0,11232.0,792.0,915.9
-18,30,33,33,13,10600.0,11376.0,776.0,915.9
-18,31,5,5,5,9552.0,11008.0,1456.0,915.9
-18,-44,4,4,4,10040.0,11808.0,1768.0,1007.8
-18,-43,5,5,4,9888.0,11512.0,1624.0,1101.2
-18,-42,1,1,1,8984.0,10304.0,1320.0,581.9
-18,-40,3,3,3,8560.0,9480.0,920.0,1101.2
-18,-39,8,8,7,8352.0,9880.0,1528.0,1101.2
-18,-38,21,22,5,8624.0,10016.0,1392.0,867.1
-18,-37,22,22,5,7112.0,9224.0,2112.0,867.1
-18,-36,17,21,5,6000.0,7800.0,1800.0,867.1
-18,-35,11,12,4,5304.0,6352.0,1048.0,867.1
-18,-25,4,4,2,3896.0,4736.0,840.0,456.5
-18,-23,2,3,1,3816.0,5032.0,1216.0,456.5
-18,-22,4,4,2,3800.0,4336.0,536.0,456.5
-18,-21,7,7,2,3840.0,4312.0,472.0,456.5
-18,-20,3,3,3,3664.0,4192.0,528.0,477.4
-18,-19,7,7,3,3112.0,4048.0,936.0,867.1
-18,-18,14,14,3,2928.0,3728.0,800.0,867.1
-18,-17,8,8,3,2096.0,3328.0,1232.0,867.1
-18,-16,4,7,2,1328.0,2720.0,1392.0,743.6
-18,-15,2,2,2,1224.0,1976.0,752.0,645.1
-18,-14,45,71,16,1584.0,2000.0,416.0,1183.3
-18,-13,8,13,4,1576.0,2464.0,888.0,1007.8
-18,-12,30,42,8,1608.0,2528.0,920.0,1326.5
-18,-11,26,62,7,1624.0,2584.0,960.0,1101.2
-18,-10,48,48,9,1848.0,3320.0,1472.0,1101.2
-18,-9,35,54,6,2560.0,3488.0,928.0,1007.8
-18,-8,34,76,7,2904.0,3768.0,864.0,1101.2
-18,-7,35,40,6,3192.0,3824.0,632.0,1326.5
-18,-6,36,41,6,2864.0,3464.0,600.0,1326.5
-18,-5,32,33,6,2368.0,3832.0,1464.0,1326.5
-18,-4,34,40,5,2352.0,3976.0,1624.0,1101.2
-18,-3,28,37,6,2056.0,3432.0,1376.0,1326.5
-18,-2,14,19,9,2224.0,3856.0,1632.0,915.9
-18,-1,27,29,15,1592.0,4088.0,2496.0,915.9
-17,0,19,26,10,856.0,1784.0,928.0,915.9
-17,1,8,11,4,1280.0,2520.0,1240.0,915.9
-17,2,20,22,10,1144.0,2864.0,1720.0,915.9
-17,3,13,33,5,2160.0,3104.0,944.0,1326.5
-17,4,1,204,1,2824.0,3064.0,240.0,712.9
-17,5,7,102,3,2952.0,4200.0,1248.0,915.9
-17,6,24,104,9,3928.0,5248.0,1320.0,1007.8
-17,7,45,45,15,4808.0,5264.0,456.0,1007.8
-17,8,21,22,7,4592.0,5264.0,672.0,915.9
-17,9,18,21,8,3648.0,5040.0,1392.0,915.9
-17,10,16,16,8,3472.0,4520.0,1048.0,915.9
-17,11,71,71,14,3504.0,4688.0,1184.0,1007.8
-17,12,57,57,15,4416.0,5512.0,1096.0,915.9
-17,13,54,54,12,5096.0,6024.0,928.0,1183.3
-17,14,53,54,17,5488.0,6344.0,856.0,1007.8
-17,15,17,18,8,5880.0,6600.0,720.0,915.9
-17,16,24,25,11,6224.0,7064.0,840.0,1101.2
-17,17,26,28,9,6200.0,7024.0,824.0,915.9
-17,18,11,21,6,6144.0,7256.0,1112.0,915.9
-17,19,13,17,6,6272.0,7432.0,1160.0,915.9
-17,20,19,19,8,7200.0,7880.0,680.0,1183.3
-17,21,17,18,8,6848.0,7584.0,736.0,915.9
-17,22,7,9,4,6416.0,7648.0,1232.0,915.9
-17,23,15,16,8,6328.0,7688.0,1360.0,915.9
-17,24,36,37,14,7280.0,8184.0,904.0,1101.2
-17,25,34,34,9,7968.0,9256.0,1288.0,1007.8
-17,26,61,62,14,8856.0,10248.0,1392.0,1007.8
-17,27,23,23,8,9824.0,10328.0,504.0,1183.3
-17,28,26,27,10,9592.0,10696.0,1104.0,915.9
-17,29,53,53,13,10400.0,11224.0,824.0,915.9
-17,30,26,26,10,10728.0,11408.0,680.0,915.9
-17,31,25,25,12,10264.0,11328.0,1064.0,915.9
-17,-44,5,5,4,9192.0,11576.0,2384.0,1007.8
