# ref base type part cellX cellY x y z rx ry rz scale tris bminx bminy bminz bmaxx bmaxy bmaxz model
0x001A8736 0x00018C93 DOOR -1 5 -11 21068.574 -43435.578 673.573 0.000000 0.000000 3.124580 1.0000 364 21020.547 -43444.848 674.573 21118.895 -43429.688 841.573 Interiors\Industrial\Doors\IndMetalDoor01.nif
0x001A8750 0x0008B671 STAT -1 5 -11 23046.779 -43410.922 659.767 0.000000 0.000000 0.321000 1.0000 1087 22937.922 -43515.160 644.314 23151.400 -43300.590 698.142 SetDressing\Rubble\TrashClump03.nif
0x001A8752 0x0008B5F5 STAT -1 5 -11 22031.865 -42257.535 673.573 0.000000 0.000000 6.252386 1.0000 913 21768.416 -42327.766 658.714 22293.430 -42175.996 704.182 SetDressing\Rubble\TrashPileWall02.nif
0x001A8753 0x0008B5F6 STAT -1 5 -11 22867.189 -42257.219 671.952 0.000000 0.000000 6.229994 1.0000 1764 22587.787 -42380.590 658.178 23139.980 -42127.684 735.233 SetDressing\Rubble\TrashPileWall01.nif
0x001A8754 0x0008954E STAT -1 5 -11 23201.613 -43032.711 673.573 -0.079678 0.007183 4.802101 1.0000 888 23100.941 -43163.590 636.661 23304.475 -42897.281 694.069 SetDressing\Rubble\TrashClump02.nif
0x001A8755 0x0008B5F5 STAT -1 5 -11 22415.275 -43355.563 673.573 0.000000 0.000000 3.123188 1.0000 913 22153.104 -43434.125 658.714 22678.574 -43283.379 704.182 SetDressing\Rubble\TrashPileWall02.nif
0x001A8756 0x0008954E STAT -1 5 -11 21301.346 -43428.055 674.386 0.000000 0.000000 2.783189 1.0000 888 21174.166 -43545.809 646.792 21423.436 -43340.328 694.105 SetDressing\Rubble\TrashClump02.nif
0x001A8759 0x0008B617 STAT -1 5 -11 20933.631 -42270.520 673.573 0.000000 0.000000 6.272389 1.0000 1080 20709.523 -42348.195 657.729 21156.980 -42190.066 715.573 SetDressing\Rubble\TrashPileWall03.nif
0x001A875A 0x0008A5D7 STAT -1 5 -11 20965.357 -42703.602 673.573 0.000000 0.000000 4.852388 1.0000 393 20892.006 -42801.887 672.626 21042.568 -42606.359 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001A875B 0x0001D18E STAT -1 5 -11 20868.693 -43384.410 673.573 0.000000 0.000000 1.528402 1.0000 157 20751.375 -43449.742 673.573 20985.719 -43313.777 677.612 SetDressing\Rubble\TrashDecal02.nif
0x001A875C 0x0001D1C3 STAT -1 5 -11 21193.230 -43360.125 673.573 0.000000 0.000000 3.679600 1.0000 148 21104.311 -43442.254 673.243 21279.775 -43266.789 675.415 SetDressing\Rubble\TrashDecal05.nif
0x001A875D 0x0001D1B5 STAT -1 5 -11 21267.336 -42456.406 673.573 0.000000 0.000000 4.203674 1.0000 104 21180.949 -42517.137 673.573 21340.717 -42396.359 675.573 SetDressing\Rubble\TrashDecal04.nif
0x001A875E 0x0001D184 STAT -1 5 -11 20835.279 -42553.691 673.573 0.000000 0.000000 2.398010 1.0000 111 20740.057 -42627.047 673.573 20964.773 -42446.184 677.612 SetDressing\Rubble\TrashDecal01.nif
0x001A8760 0x0001D1B5 STAT -1 5 -11 21305.090 -43017.492 673.573 0.000000 0.000000 3.309021 1.0000 104 21249.469 -43091.992 673.573 21359.529 -42946.637 675.573 SetDressing\Rubble\TrashDecal04.nif
0x001A8761 0x0001D1B5 STAT -1 5 -11 21733.633 -43356.059 673.573 0.000000 0.000000 1.768954 1.0000 104 21663.701 -43413.348 673.573 21807.871 -43300.938 675.573 SetDressing\Rubble\TrashDecal04.nif
0x001A8763 0x0001D1B5 STAT -1 5 -11 21628.197 -42616.656 673.573 0.000000 0.000000 5.628887 1.0000 104 21567.156 -42686.102 673.573 21686.510 -42530.957 675.573 SetDressing\Rubble\TrashDecal04.nif
0x001A8764 0x0001D1C3 STAT -1 5 -11 21242.088 -42648.105 673.573 0.000000 0.000000 3.077579 1.0000 148 21169.990 -42712.105 673.243 21305.883 -42576.215 675.415 SetDressing\Rubble\TrashDecal05.nif
0x001A8765 0x0001D184 STAT -1 5 -11 22047.023 -43224.406 673.573 0.000000 0.000000 6.006544 1.0000 111 21925.408 -43301.117 673.573 22150.471 -43143.023 677.612 SetDressing\Rubble\TrashDecal01.nif
0x001A8766 0x0001D1B5 STAT -1 5 -11 22749.217 -43209.305 673.573 0.000000 0.000000 5.198546 1.0000 104 22680.781 -43268.215 673.573 22809.104 -43136.004 675.573 SetDressing\Rubble\TrashDecal04.nif
0x001A8767 0x0001D1AF STAT -1 5 -11 22398.855 -43222.613 673.573 0.000000 0.000000 1.164414 1.0000 238 22322.670 -43331.082 673.573 22490.883 -43114.383 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8768 0x0001D1AF STAT -1 5 -11 22847.230 -42497.195 673.573 0.000000 0.000000 2.231153 1.0000 238 22743.379 -42586.602 673.573 22954.219 -42395.723 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8769 0x0001D1AF STAT -1 5 -11 23036.572 -42478.094 673.573 0.000000 0.000000 3.896374 1.0000 238 22944.883 -42585.707 673.573 23131.215 -42371.281 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A876A 0x0001D1AF STAT -1 5 -11 21834.557 -42666.270 416.493 0.000000 0.000000 4.645270 1.0000 238 21753.854 -42787.027 416.493 21903.645 -42570.094 419.480 SetDressing\Rubble\TrashDecal03.nif
0x001A876B 0x0001D1AF STAT -1 5 -11 21914.059 -42879.355 416.493 0.000000 0.000000 4.398319 1.0000 238 21824.105 -42992.305 416.493 21985.428 -42773.039 419.480 SetDressing\Rubble\TrashDecal03.nif
0x001A876C 0x0001D1AF STAT -1 5 -11 22114.707 -43563.648 673.573 0.000000 0.000000 0.678230 1.0000 238 22014.461 -43668.133 673.573 22204.605 -43456.469 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A876D 0x0001D1AF STAT -1 5 -11 22232.775 -43564.141 673.573 0.000000 0.000000 1.981982 1.0000 238 22141.084 -43643.770 673.573 22333.570 -43449.125 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A876E 0x0001D1AF STAT -1 5 -11 22542.742 -43565.078 673.573 0.000000 0.000000 5.105268 1.0000 238 22442.654 -43680.816 673.573 22633.305 -43486.371 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A876F 0x0001D1AF STAT -1 5 -11 22630.766 -43537.344 673.573 0.000000 0.000000 1.722238 1.0000 238 22556.230 -43619.648 673.573 22718.488 -43415.777 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8770 0x0001D1AF STAT -1 5 -11 22927.480 -43543.934 673.573 0.000000 0.000000 5.053124 1.0000 238 22829.592 -43661.516 673.573 23014.666 -43466.047 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8771 0x0001D1AF STAT -1 5 -11 23094.363 -43543.660 673.573 0.000000 0.000000 4.085876 1.0000 238 23000.568 -43649.645 673.573 23179.350 -43433.797 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8772 0x0001D1AF STAT -1 5 -11 21420.984 -43607.703 673.573 0.000000 0.000000 2.558465 1.0000 238 21310.975 -43701.508 673.573 21526.057 -43524.137 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8773 0x0001D1AF STAT -1 5 -11 21670.086 -43564.668 673.573 0.000000 0.000000 2.919314 1.0000 238 21566.813 -43651.797 673.573 21786.773 -43498.691 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8774 0x0001D1AF STAT -1 5 -11 21149.057 -43565.438 673.573 0.000000 0.000000 2.438823 1.0000 238 21039.951 -43658.789 673.573 21256.160 -43478.344 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8775 0x0001D1AF STAT -1 5 -11 20921.008 -43567.734 673.573 0.000000 0.000000 5.683702 1.0000 238 20815.568 -43651.855 673.573 21030.986 -43473.910 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8776 0x0001D1AF STAT -1 5 -11 21042.568 -43183.598 673.573 0.000000 0.000000 3.651432 1.0000 238 20958.441 -43287.621 673.573 21153.033 -43086.363 676.559 SetDressing\Rubble\TrashDecal03.nif
0x001A8777 0x0008954A STAT -1 5 -11 21913.643 -42589.227 416.493 0.000000 0.000000 0.900000 1.0000 521 21811.154 -42701.145 365.400 22001.180 -42452.563 439.822 SetDressing\Rubble\TrashClump01.nif
0x001A8778 0x0008954A STAT -1 5 -11 21820.953 -43006.504 414.276 0.000000 0.000000 2.383188 1.0000 521 21708.578 -43100.535 363.182 21957.129 -42900.598 437.604 SetDressing\Rubble\TrashClump01.nif
0x001A8779 0x00180A15 CONT -1 5 -11 22649.420 -43410.613 729.573 0.000000 0.000000 0.000000 1.0000 1581 22632.514 -43423.621 729.573 22668.295 -43398.191 766.167 SetDressing\CashRegister\CashRegister.nif
0x001A877A 0x00180A15 CONT -1 5 -11 21536.645 -43431.234 728.960 0.000000 0.000000 0.000000 1.0000 1581 21519.738 -43444.242 728.960 21555.520 -43418.813 765.553 SetDressing\CashRegister\CashRegister.nif
0x001A877B 0x0006D4C3 CONT -1 5 -11 22513.486 -43687.453 737.573 0.000000 0.000000 3.124581 1.0000 1165 22492.516 -43687.727 724.487 22534.389 -43681.785 750.753 SetDressing\SafeWall\SafeWall01.nif
0x001A877C 0x000BD53C CONT -1 5 -11 22261.256 -43474.031 673.573 0.000000 0.000000 0.000000 1.0000 882 22194.693 -43507.813 673.287 22327.818 -43439.719 730.073 SetDressing\Office\OfficeDesk01.nif
0x001A877E 0x000BC249 STAT -1 5 -11 22301.725 -43467.793 729.692 0.000000 0.000000 0.315989 1.0000 4486 22275.316 -43496.305 729.691 22326.846 -43444.996 766.754 SetDressing\Office\TerminalBroken01.nif
0x001A8783 0x00064A3C CONT -1 5 -11 21491.230 -42316.328 798.987 0.000000 0.000000 6.108767 1.0000 1146 21453.629 -42344.078 798.958 21528.709 -42288.531 818.768 SetDressing\Suitcase\Suitcase01.nif
0x001A8784 0x001A4D3F MSTT -1 5 -11 21237.529 -42379.797 797.357 0.000000 0.000000 2.734579 1.0000 9188 21201.508 -42411.711 797.939 21282.537 -42362.883 929.107 SetDressing\Skeletons\SkeletonClothed02.nif
0x001A8785 0x001A4D42 MSTT -1 5 -11 21440.139 -42460.195 794.346 0.406630 -0.094241 2.498324 1.0000 9912 21418.494 -42475.207 788.294 21490.682 -42403.754 915.095 SetDressing\Skeletons\SkeletonClothed01.nif
0x001A8786 0x00082DA4 STAT -1 5 -11 23119.232 -43549.121 673.573 0.000000 0.000000 3.124578 1.0000 8 22989.074 -43679.281 673.573 23249.391 -43418.961 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A8787 0x00082DA4 STAT -1 5 -11 22863.268 -43553.477 673.573 0.000000 0.000000 3.124578 1.0000 8 22733.109 -43683.637 673.573 22993.426 -43423.316 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A8788 0x00082DA4 STAT -1 5 -11 22607.307 -43557.832 673.573 0.000000 0.000000 3.124578 1.0000 8 22477.148 -43687.992 673.573 22737.465 -43427.672 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A8789 0x00082DA4 STAT -1 5 -11 22351.342 -43562.188 673.573 0.000000 0.000000 3.124578 1.0000 8 22221.184 -43692.348 673.573 22481.500 -43432.027 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878A 0x00082DA4 STAT -1 5 -11 22095.381 -43566.543 673.573 0.000000 0.000000 3.124578 1.0000 8 21965.223 -43696.703 673.573 22225.539 -43436.383 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878B 0x00082DA4 STAT -1 5 -11 21839.416 -43570.898 673.573 0.000000 0.000000 3.124578 1.0000 8 21709.258 -43701.059 673.573 21969.574 -43440.738 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878C 0x00082DA4 STAT -1 5 -11 21583.455 -43575.254 673.573 0.000000 0.000000 3.124578 1.0000 8 21453.297 -43705.414 673.573 21713.613 -43445.094 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878D 0x00082DA4 STAT -1 5 -11 21327.490 -43579.609 673.573 0.000000 0.000000 3.124578 1.0000 8 21197.332 -43709.770 673.573 21457.648 -43449.449 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878E 0x00082DA4 STAT -1 5 -11 21071.529 -43583.965 673.573 0.000000 0.000000 3.124578 1.0000 8 20941.371 -43714.125 673.573 21201.688 -43453.805 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001A878F 0x00082DA4 STAT -1 5 -11 20815.564 -43588.320 673.573 0.000000 0.000000 3.124578 1.0000 8 20685.406 -43718.480 673.573 20945.723 -43458.160 673.573 Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmFlrOnly01.nif
0x001C9ED0 0x000D43F9 STAT -1 5 -11 23221.406 -42971.301 673.573 0.000000 0.000000 4.695376 1.0000 658 23184.068 -43008.641 673.573 23258.744 -42933.961 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9ED1 0x000D43F9 STAT -1 5 -11 21663.506 -42637.754 673.573 0.000000 0.000000 4.695376 1.0000 658 21626.168 -42675.094 673.573 21700.844 -42600.414 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9ED2 0x000D43F9 STAT -1 5 -11 20800.145 -42212.379 673.573 0.000000 0.000000 4.695376 1.0000 658 20762.807 -42249.719 673.573 20837.482 -42175.039 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9ED3 0x000D43F9 STAT -1 5 -11 23103.813 -42173.180 673.573 0.000000 0.000000 4.695376 1.0000 658 23066.475 -42210.520 673.573 23141.150 -42135.840 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9ED4 0x000D43F9 STAT -1 5 -11 22847.850 -42177.539 673.573 0.000000 0.000000 4.695376 1.0000 658 22810.512 -42214.879 673.573 22885.188 -42140.199 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9ED5 0x00030F06 STAT -1 5 -11 22719.867 -42179.715 705.573 0.000000 0.000000 3.124579 1.0000 40 22591.229 -42181.891 929.573 22847.850 -42138.887 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001C9ED6 0x00030F06 STAT -1 5 -11 22719.867 -42179.715 705.573 0.000000 0.000000 6.266172 1.0000 40 22591.885 -42220.543 929.573 22848.506 -42177.539 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001C9ED7 0x00030E21 STAT -1 5 -11 22975.695 -42167.359 673.573 0.000000 0.000000 6.266172 1.0000 40 22847.736 -42194.863 673.573 23104.107 -42166.516 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9ED8 0x00035E47 STAT -1 5 -11 22719.867 -42179.715 945.573 0.000000 0.000000 3.124578 1.0000 2 22591.613 -42165.895 945.573 22847.576 -42161.539 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001C9ED9 0x00035E47 STAT -1 5 -11 22719.867 -42179.715 945.573 0.000000 0.000000 6.266172 1.0000 2 22592.158 -42197.891 945.573 22848.121 -42193.535 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001C9EDA 0x000D43F9 STAT -1 5 -11 22335.922 -42186.250 673.573 0.000000 0.000000 4.695376 1.0000 658 22298.584 -42223.590 673.573 22373.260 -42148.910 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9EDB 0x00030E21 STAT -1 5 -11 22208.076 -42196.430 673.573 0.000000 0.000000 3.124580 1.0000 40 22079.664 -42197.273 673.573 22336.035 -42168.926 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EDC 0x00030E21 STAT -1 5 -11 22207.805 -42180.430 673.573 0.000000 0.000000 6.266172 1.0000 40 22079.846 -42207.934 673.573 22336.217 -42179.586 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EDD 0x000D43F9 STAT -1 5 -11 21568.033 -42199.316 673.573 0.000000 0.000000 4.695376 1.0000 658 21530.695 -42236.656 673.573 21605.371 -42161.977 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9EDE 0x00051488 STAT -1 5 -11 21954.361 -42332.938 673.573 0.000000 0.000000 3.124580 1.0000 134 21823.795 -42207.133 673.573 22080.166 -42178.781 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Win02Full01.nif
0x001C9EDF 0x00030E21 STAT -1 5 -11 20928.260 -42218.203 673.573 0.000000 0.000000 3.124580 1.0000 40 20799.848 -42219.047 673.573 21056.219 -42190.699 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EE0 0x00030E21 STAT -1 5 -11 20927.988 -42202.203 673.573 0.000000 0.000000 6.266172 1.0000 40 20800.029 -42229.707 673.573 21056.400 -42201.359 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EE1 0x000D43F9 STAT -1 5 -11 21056.107 -42208.023 673.573 0.000000 0.000000 4.695376 1.0000 658 21018.770 -42245.363 673.573 21093.445 -42170.684 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9EE2 0x00030E21 STAT -1 5 -11 21696.150 -42205.137 673.573 0.000000 0.000000 3.124580 1.0000 40 21567.738 -42205.980 673.573 21824.109 -42177.633 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EE3 0x00030E21 STAT -1 5 -11 21695.879 -42189.137 673.573 0.000000 0.000000 6.266172 1.0000 40 21567.920 -42216.641 673.573 21824.291 -42188.293 929.573 Architecture\Buildings\DecoKit\DecoLobbyB1x1Wall03.nif
0x001C9EE4 0x00154F0C STAT -1 5 -11 23119.221 -43549.121 1025.573 0.000000 0.000000 4.695376 1.0700 134 22979.678 -43704.574 1299.493 23258.766 -43393.805 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofStr01Full01.nif
0x001C9EE5 0x00154EFC STAT -1 5 -11 23207.207 -43547.625 1025.573 0.000000 0.000000 4.695376 1.0700 54 23204.586 -43701.816 1299.493 23295.418 -43392.109 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofEnd01.nif
0x001C9EE6 0x00154EFC STAT -1 5 -11 23031.234 -43550.617 1025.573 0.000000 0.000000 1.553783 1.0700 54 22943.023 -43706.133 1299.493 23033.855 -43396.426 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofEnd01.nif
0x001C9EE7 0x00154EFC STAT -1 5 -11 23117.723 -43461.133 1025.573 0.000000 0.000000 3.124579 1.0700 54 22962.209 -43463.754 1299.493 23271.914 -43372.922 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofEnd01.nif
0x001C9EE8 0x00154EFC STAT -1 5 -11 23120.719 -43637.109 1025.573 0.000000 0.000000 6.266172 1.0700 54 22966.527 -43725.320 1299.493 23276.232 -43634.488 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofEnd01.nif
0x001C9EE9 0x00154F0C STAT -1 5 -11 23119.221 -43549.121 1025.573 0.000000 0.000000 6.266172 1.0700 134 22963.770 -43688.668 1299.493 23274.539 -43409.578 1470.693 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayRoofStr01Full01.nif
0x001C9EEA 0x000D43F9 STAT -1 5 -11 23245.027 -43418.961 1057.573 3.141593 -0.000000 1.587809 1.0000 658 23207.689 -43456.301 673.573 23282.365 -43381.621 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9EEE 0x000D453D STAT -1 5 -11 22989.063 -43423.316 1057.573 0.000000 0.000000 4.695376 1.0000 658 22952.631 -43459.750 1057.573 23025.494 -43386.883 1313.573 Interiors\Building\Deco\Small_WallKit\BldDecoSmWallPillarBg01.nif
0x001C9EEF 0x000D453D STAT -1 5 -11 22993.416 -43679.281 1057.573 0.000000 0.000000 4.695376 1.0000 658 22956.984 -43715.715 1057.573 23029.848 -43642.848 1313.573 Interiors\Building\Deco\Small_WallKit\BldDecoSmWallPillarBg01.nif
0x001C9EF0 0x000D453D STAT -1 5 -11 23245.025 -43418.961 1057.573 0.000000 0.000000 4.695376 1.0000 658 23208.594 -43455.395 1057.573 23281.457 -43382.527 1313.573 Interiors\Building\Deco\Small_WallKit\BldDecoSmWallPillarBg01.nif
0x001C9EF1 0x000D453D STAT -1 5 -11 23249.379 -43674.926 1057.573 0.000000 0.000000 4.695376 1.0000 658 23212.947 -43711.359 1057.573 23285.811 -43638.492 1313.573 Interiors\Building\Deco\Small_WallKit\BldDecoSmWallPillarBg01.nif
0x001C9EF2 0x00154C0A STAT -1 5 -11 23117.723 -43461.133 1025.573 0.000000 0.000000 3.124579 1.0700 114 22972.225 -43463.609 1025.573 23263.355 -43384.145 1299.493 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayMid01Full01.nif
0x001C9EF3 0x00154C0A STAT -1 5 -11 23031.234 -43550.617 1025.573 0.000000 0.000000 1.553783 1.0700 114 22954.244 -43696.117 1025.573 23033.711 -43404.984 1299.493 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayMid01Full01.nif
0x001C9EF4 0x00154C0A STAT -1 5 -11 23120.719 -43637.109 1025.573 0.000000 0.000000 6.266172 1.0700 114 22975.086 -43714.098 1025.573 23266.217 -43634.633 1299.493 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayMid01Full01.nif
0x001C9EF5 0x00154C0A STAT -1 5 -11 23207.207 -43547.625 1025.573 0.000000 0.000000 4.695376 1.0700 114 23204.732 -43693.258 1025.573 23284.197 -43402.125 1299.493 Architecture\Buildings\DecoKit\DecoMainA1x1WinDBayMid01Full01.nif
0x001C9EF6 0x000AAFC2 STAT -1 5 -11 22850.191 -42785.590 1185.573 0.000000 0.000000 4.695376 1.0000 533 22590.889 -43045.016 1185.573 23109.494 -42526.164 1339.573 Architecture\Buildings\DecoKit\DecoRoof2x2SkyLight01Full01.nif
0x001C9EF7 0x0018481D STAT -1 5 -11 22719.869 -42179.727 593.573 0.000000 0.000000 3.124578 1.0000 12 22591.615 -42181.902 593.573 22847.852 -42161.551 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EF8 0x0018481D STAT -1 5 -11 22463.902 -42184.070 593.573 0.000000 0.000000 3.124578 1.0000 12 22335.648 -42186.246 593.573 22591.885 -42165.895 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EF9 0x0018481D STAT -1 5 -11 22719.869 -42179.727 593.573 0.000000 0.000000 6.266172 1.0000 12 22591.887 -42197.902 593.573 22848.123 -42177.551 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFA 0x0018481D STAT -1 5 -11 22463.902 -42184.070 593.573 0.000000 0.000000 6.266172 1.0000 12 22335.920 -42202.246 593.573 22592.156 -42181.895 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFB 0x0018481D STAT -1 5 -11 21440.055 -42201.504 593.573 0.000000 0.000000 3.124578 1.0000 12 21311.801 -42203.680 593.573 21568.037 -42183.328 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFC 0x0018481D STAT -1 5 -11 21184.088 -42205.848 593.573 0.000000 0.000000 3.124578 1.0000 12 21055.834 -42208.023 593.573 21312.070 -42187.672 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFD 0x0018481D STAT -1 5 -11 21440.055 -42201.504 593.573 0.000000 0.000000 6.266172 1.0000 12 21312.072 -42219.680 593.573 21568.309 -42199.328 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFE 0x0018481D STAT -1 5 -11 21184.088 -42205.848 593.573 0.000000 0.000000 6.266172 1.0000 12 21056.105 -42224.023 593.573 21312.342 -42203.672 721.573 architecture\buildings\decokit\DecoMainA1x1Wall01Half01Full01.nif
0x001C9EFF 0x0010FCE0 STAT -1 5 -11 22591.885 -42181.895 681.573 0.000000 0.000000 4.695376 1.0000 316 22341.797 -42187.992 683.620 22841.848 -42175.801 747.698 Landscape\Pier\PierRailingLong01.nif
0x001C9F00 0x0010FCE0 STAT -1 5 -11 21312.070 -42203.672 681.573 0.000000 0.000000 4.695376 1.0000 316 21061.982 -42209.770 683.620 21562.033 -42197.578 747.698 Landscape\Pier\PierRailingLong01.nif
0x001C9F02 0x000D43F9 STAT -1 5 -11 20685.396 -43462.512 1057.573 3.141593 0.000000 4.729402 1.0000 658 20648.059 -43499.852 673.573 20722.734 -43425.172 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9F03 0x000D43F9 STAT -1 5 -11 20945.715 -43714.121 1057.573 3.141593 -0.000001 1.587809 1.0000 658 20908.377 -43751.461 673.573 20983.053 -43676.781 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9F04 0x000D43F9 STAT -1 5 -11 20689.752 -43718.477 1057.573 3.141593 0.000000 4.729402 1.0000 658 20652.414 -43755.816 673.573 20727.090 -43681.137 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001C9F05 0x000F9232 STAT -1 5 -11 23279.197 -43546.398 1345.573 0.000000 0.000000 4.695376 1.0000 771 23271.861 -43591.098 1300.635 23288.000 -43501.816 1390.510 Props\Clocks\Clock03_Wall.nif
0x001C9F06 0x000F9232 STAT -1 5 -11 23121.943 -43709.098 1345.573 0.000000 0.000000 6.266173 1.0000 771 23077.244 -43717.902 1300.635 23166.523 -43701.762 1390.510 Props\Clocks\Clock03_Wall.nif
0x001C9F08 0x0017CAE2 STAT -1 5 -11 20783.559 -43588.863 1177.573 0.000000 0.000000 3.124580 1.0300 274 20648.654 -43772.359 1177.416 20918.463 -43405.367 1352.673 Architecture\Buildings\Church\ChurchRoofA1x1Peak01Full01.nif
0x001C9F09 0x000DD877 STAT -1 5 -11 20679.574 -43590.633 1185.573 0.000000 0.000000 1.553784 0.5700 5 20672.533 -43590.711 1185.573 20684.133 -43444.656 1331.493 Architecture\Buildings\Church\ChurchMainA1x1EndCap01Full01.nif
0x001C9F0A 0x000DD877 STAT -1 5 -11 20679.574 -43590.633 1185.573 0.000000 0.000000 4.695376 0.5700 5 20675.016 -43736.609 1185.573 20686.615 -43590.555 1331.493 Architecture\Buildings\Church\ChurchMainA1x1EndCap01Full01.nif
0x001C9F0B 0x00031855 STAT -1 5 -11 20685.395 -43462.512 929.573 0.000000 0.000000 1.553784 1.0000 24 20665.125 -43478.781 929.573 20701.119 -43442.309 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Cor02.nif
0x001C9F0C 0x00031855 STAT -1 5 -11 20689.750 -43718.477 929.573 0.000000 0.000000 6.266173 1.0000 24 20669.549 -43738.746 929.573 20706.020 -43702.750 1185.573 Architecture\Buildings\DecoKit\DecoMainA1x1Cor02.nif
