x,y,lum,meanSat,lumStd,msnRelief,texturedCells
-4,40,64.78,0.2169,6.27,29.83,0
-4,44,62.62,0.2390,6.61,18.61,0
-4,48,65.01,0.2344,7.79,47.98,0
-4,52,70.94,0.2427,6.58,45.91,0
-4,56,80.03,0.2145,8.77,59.83,0
-4,60,77.62,0.2199,7.27,37.30,0
-4,64,86.98,0.2178,9.56,39.93,0
-4,68,79.50,0.2139,9.42,41.16,0
-4,72,91.30,0.1642,11.78,48.95,0
-4,76,73.69,0.1565,16.26,38.05,0
-4,80,66.83,0.1787,3.32,3.14,0
-4,84,69.33,0.1644,3.31,3.51,0
-4,88,64.83,0.1741,2.63,2.96,0
-4,92,66.97,0.1812,3.03,4.65,0
0,-96,65.26,0.1713,3.22,3.85,0
0,-92,70.05,0.1701,2.95,3.14,0
0,-88,66.57,0.1847,2.81,3.38,0
0,-84,64.00,0.2011,3.61,3.17,0
0,-80,63.94,0.1863,3.69,16.30,0
0,-76,79.16,0.1966,5.07,35.32,0
0,-72,78.10,0.2022,7.97,34.43,0
0,-68,71.86,0.2047,6.07,30.39,0
0,-64,58.74,0.2225,7.10,18.41,0
0,-60,51.24,0.2243,3.39,7.70,0
0,-56,49.62,0.2174,3.75,7.51,0
0,-52,52.55,0.2243,4.35,8.47,0
0,-48,54.61,0.2208,5.97,15.06,0
0,-44,62.22,0.2182,5.09,21.41,0
0,-40,58.94,0.2120,7.52,46.01,0
0,-36,54.78,0.2050,8.77,41.59,0
0,-32,53.16,0.1963,7.61,31.60,10
0,-28,49.05,0.2274,6.43,15.97,16
0,-24,53.64,0.1957,11.92,20.50,16
0,-20,67.28,0.1498,12.75,19.64,16
0,-16,83.24,0.1346,8.90,21.45,16
0,-12,85.51,0.1233,7.43,26.47,16
0,-8,91.68,0.1097,5.68,20.83,16
0,-4,79.39,0.1440,11.77,30.54,16
0,0,82.47,0.1309,8.70,29.23,16
0,4,72.63,0.1418,11.36,36.36,16
0,8,64.24,0.1604,11.81,31.54,16
0,12,62.08,0.1850,9.69,29.36,16
0,16,63.61,0.1700,10.82,40.92,16
0,20,64.60,0.1783,9.54,45.42,16
0,24,71.15,0.1884,9.57,50.67,16
0,28,65.03,0.2195,6.66,42.41,8
0,32,65.71,0.2151,7.83,45.70,0
0,36,72.20,0.2259,7.62,47.90,0
0,40,62.29,0.2173,6.90,40.42,0
0,44,64.57,0.2261,6.63,30.06,0
0,48,65.44,0.2176,7.81,29.79,0
0,52,66.53,0.2284,6.72,29.98,0
0,56,75.81,0.2223,6.86,26.12,0
0,60,84.33,0.2174,6.51,37.54,0
0,64,84.53,0.2137,8.63,35.39,0
0,68,84.51,0.2147,8.47,51.95,0
0,72,92.10,0.1690,11.09,49.04,0
0,76,73.96,0.1517,16.21,35.93,0
0,80,64.00,0.1883,3.15,2.58,0
0,84,66.36,0.1780,2.96,2.88,0
0,88,67.47,0.1845,3.05,3.26,0
0,92,67.30,0.1921,2.88,4.10,0
4,-96,65.13,0.1858,3.29,4.05,0
4,-92,65.44,0.1789,3.03,2.88,0
4,-88,67.75,0.1783,3.76,3.06,0
4,-84,63.09,0.1801,3.15,3.77,0
4,-80,61.82,0.2101,3.35,13.76,0
4,-76,74.06,0.1888,6.56,28.85,0
4,-72,74.38,0.2211,6.23,56.41,0
4,-68,64.89,0.2419,6.64,49.41,0
4,-64,61.23,0.2280,9.14,45.35,0
4,-60,52.51,0.2129,6.13,21.82,0
4,-56,48.25,0.2199,3.73,7.70,0
4,-52,48.84,0.2224,3.33,8.14,0
4,-48,48.37,0.2074,4.06,9.04,0
4,-44,53.93,0.2207,5.29,18.73,0
4,-40,57.85,0.2293,5.58,33.21,0
4,-36,51.67,0.2178,5.12,28.30,0
4,-32,48.77,0.2182,4.58,22.55,8
4,-28,46.40,0.2122,5.43,20.47,16
4,-24,68.12,0.1764,13.18,20.46,16
4,-20,60.67,0.1648,12.29,22.01,16
4,-16,74.54,0.1428,16.55,25.26,16
4,-12,84.27,0.1179,8.29,25.00,16
4,-8,81.72,0.1201,13.68,24.83,16
4,-4,89.00,0.1162,5.32,17.73,16
4,0,77.37,0.1380,11.43,36.95,16
4,4,73.14,0.1382,10.36,35.43,16
4,8,71.06,0.1794,6.14,24.49,16
4,12,70.27,0.1668,8.14,25.08,16
4,16,69.84,0.1728,8.03,36.17,16
4,20,68.85,0.1540,10.79,43.12,16
4,24,70.10,0.1737,8.71,53.23,16
4,28,66.62,0.2153,7.40,43.54,8
4,32,65.86,0.2104,6.92,43.89,0
4,36,68.74,0.2234,8.10,46.38,0
4,40,66.26,0.2267,10.66,46.29,0
4,44,66.08,0.2323,6.39,39.07,0
4,48,66.96,0.2266,6.53,20.87,0
4,52,70.89,0.2276,6.82,27.67,0
4,56,72.91,0.2191,8.44,33.03,0
4,60,82.00,0.2234,6.96,24.85,0
4,64,76.71,0.2281,6.13,24.62,0
4,68,87.15,0.2194,7.87,28.23,0
4,72,85.13,0.1889,10.76,42.90,0
4,76,73.88,0.1591,12.97,33.46,0
4,80,66.30,0.1825,3.73,3.19,0
4,84,66.42,0.1796,2.80,3.09,0
4,88,67.95,0.1857,3.10,2.95,0
4,92,66.97,0.1752,3.30,3.87,0
8,-96,64.30,0.1940,3.29,3.38,0
8,-92,68.55,0.1886,2.57,3.22,0
8,-88,72.23,0.1661,1.90,3.60,0
8,-84,66.37,0.1965,3.18,2.73,0
8,-80,60.56,0.2213,3.54,11.98,0
8,-76,69.41,0.2031,5.14,25.79,0
8,-72,69.20,0.2339,7.09,37.89,0
8,-68,63.16,0.2498,5.43,39.60,0
8,-64,69.38,0.2186,7.87,47.36,0
8,-60,60.72,0.2091,7.00,25.02,0
8,-56,52.26,0.2120,4.26,15.89,0
8,-52,51.12,0.1959,4.36,16.64,0
8,-48,47.72,0.1807,2.87,10.99,0
8,-44,51.13,0.2099,3.87,14.61,0
8,-40,49.72,0.2208,4.80,24.16,0
8,-36,49.13,0.2339,5.17,22.91,0
8,-32,55.08,0.2166,5.00,24.21,9
8,-28,51.30,0.2146,5.01,22.29,16
8,-24,60.80,0.1796,10.29,19.47,16
8,-20,54.44,0.1645,10.16,27.34,16
8,-16,54.85,0.1546,9.18,37.24,16
8,-12,69.70,0.1238,10.75,39.98,16
8,-8,53.52,0.1105,7.70,37.85,16
8,-4,60.08,0.1418,13.27,33.72,16
8,0,70.80,0.1511,14.67,25.60,16
8,4,73.02,0.1626,11.64,28.48,16
8,8,76.14,0.1703,6.69,19.76,16
8,12,74.77,0.1665,8.00,31.44,16
8,16,71.35,0.1661,7.33,36.71,16
8,20,66.66,0.1895,9.28,40.13,16
8,24,66.94,0.2015,7.38,46.38,16
8,28,65.14,0.2190,6.81,38.24,10
8,32,64.60,0.2150,6.02,46.22,0
8,36,64.79,0.2146,6.03,36.11,0
8,40,70.39,0.2125,8.02,49.63,0
8,44,72.76,0.2055,6.37,37.50,0
8,48,75.67,0.2100,6.87,18.24,0
8,52,77.40,0.1998,6.16,30.44,0
8,56,78.08,0.2179,7.48,47.51,0
8,60,77.64,0.2208,7.60,37.52,0
8,64,78.83,0.2208,7.02,29.63,0
8,68,85.20,0.2119,7.25,31.32,0
8,72,89.40,0.1929,8.12,41.29,0
8,76,73.81,0.1599,9.50,28.76,0
8,80,66.26,0.1772,2.97,3.07,0
8,84,67.16,0.1894,2.51,3.27,0
8,88,65.80,0.1812,2.85,2.81,0
8,92,64.34,0.1849,3.52,3.99,0
12,-96,63.31,0.1991,2.93,3.47,0
12,-92,64.59,0.1679,2.84,3.35,0
12,-88,67.16,0.1733,3.28,3.67,0
12,-84,64.07,0.1891,3.02,2.90,0
12,-80,59.47,0.2236,4.34,10.52,0
12,-76,64.11,0.2143,5.43,21.60,0
12,-72,67.44,0.2240,6.15,26.87,0
12,-68,65.29,0.2249,6.01,24.34,0
12,-64,62.66,0.2348,5.68,32.04,0
12,-60,59.80,0.2331,5.48,37.96,0
12,-56,56.17,0.2249,5.26,22.05,0
12,-52,49.60,0.2138,3.93,19.95,0
12,-48,47.69,0.2096,3.32,15.41,0
12,-44,48.93,0.2135,4.43,14.89,0
12,-40,47.78,0.2094,4.48,29.24,0
12,-36,49.93,0.2436,5.47,20.46,0
12,-32,50.95,0.1705,6.89,41.63,10
12,-28,47.81,0.1464,7.58,37.30,16
12,-24,50.26,0.1644,8.61,28.19,16
12,-20,52.19,0.1582,8.19,32.15,16
12,-16,49.24,0.1430,5.25,37.93,16
12,-12,53.65,0.1042,8.60,40.68,16
12,-8,49.28,0.0805,9.58,42.27,16
12,-4,62.07,0.1458,10.82,35.24,16
12,0,72.90,0.1540,13.58,28.37,16
12,4,73.80,0.1503,11.42,27.69,16
12,8,73.91,0.1485,12.20,31.89,16
12,12,73.00,0.1403,7.84,33.16,16
12,16,77.34,0.1588,8.76,46.39,16
12,20,83.24,0.1991,6.24,25.67,16
12,24,74.97,0.1928,8.27,45.14,16
12,28,71.41,0.2040,7.68,41.47,14
12,32,70.43,0.2015,7.34,48.41,3
12,36,67.85,0.2058,7.53,37.85,0
12,40,67.42,0.2252,5.55,35.89,0
12,44,68.49,0.2033,6.13,28.47,0
12,48,67.95,0.2017,4.82,18.63,0
12,52,76.43,0.2090,6.06,43.00,0
12,56,81.30,0.2038,7.52,33.67,0
12,60,83.86,0.2228,8.13,40.72,0
12,64,86.17,0.2060,8.09,39.17,0
12,68,82.13,0.2081,5.73,31.61,0
12,72,87.58,0.1909,6.81,36.09,0
12,76,70.14,0.1735,8.18,25.26,0
12,80,64.55,0.1773,2.71,3.10,0
12,84,67.47,0.1962,2.61,2.69,0
12,88,66.27,0.1829,3.21,3.63,0
12,92,66.55,0.1867,3.14,4.35,0
16,-96,66.50,0.1797,3.09,3.61,0
16,-92,65.37,0.1760,3.27,3.13,0
16,-88,67.94,0.1908,2.46,3.34,0
16,-84,62.83,0.2159,3.87,3.18,0
16,-80,55.83,0.2190,3.78,10.90,0
16,-76,61.80,0.2148,4.98,19.57,0
16,-72,61.22,0.2359,5.12,18.61,0
16,-68,62.27,0.2214,5.67,21.18,0
16,-64,58.58,0.2398,5.64,21.21,0
16,-60,54.44,0.2199,5.34,23.46,0
16,-56,50.08,0.2243,4.48,11.94,0
16,-52,47.19,0.2257,3.11,9.56,0
16,-48,46.30,0.2224,3.47,8.85,0
16,-44,47.38,0.2251,3.49,11.72,0
16,-40,48.65,0.2252,4.79,19.73,0
16,-36,50.27,0.2427,5.26,25.29,0
16,-32,51.74,0.2218,5.97,27.00,6
16,-28,41.81,0.1419,11.20,39.67,16
16,-24,44.45,0.1111,10.72,42.02,16
16,-20,51.73,0.1451,9.37,38.16,16
16,-16,55.29,0.1531,10.95,35.25,16
16,-12,46.19,0.1213,8.94,47.14,16
16,-8,49.91,0.1250,9.23,37.66,16
16,-4,55.02,0.1558,11.97,43.46,16
16,0,57.78,0.1198,12.12,42.92,16
16,4,54.22,0.1489,6.39,37.05,16
16,8,56.56,0.1471,9.64,36.34,16
16,12,78.69,0.1380,9.47,21.90,16
16,16,83.32,0.1562,7.57,29.90,16
16,20,82.47,0.1652,7.21,31.26,16
16,24,78.76,0.1653,8.93,37.11,16
16,28,70.30,0.2034,8.49,29.20,13
16,32,71.63,0.2126,5.61,41.59,0
16,36,77.80,0.2316,7.24,44.02,0
16,40,69.73,0.2454,6.11,42.83,0
16,44,73.23,0.2161,7.23,26.61,0
16,48,71.15,0.2042,4.78,13.92,0
16,52,73.39,0.1886,5.43,16.66,0
16,56,80.18,0.1969,6.30,26.59,0
16,60,85.15,0.1958,7.67,37.85,0
16,64,84.57,0.1970,6.59,32.58,0
16,68,85.20,0.2013,6.68,25.10,0
16,72,87.78,0.1909,6.88,28.54,0
16,76,70.67,0.1735,6.47,23.05,0
16,80,67.75,0.1872,3.55,3.09,0
16,84,66.30,0.1908,3.17,3.06,0
16,88,64.72,0.1689,2.37,3.15,0
16,92,65.84,0.1856,3.21,3.93,0
20,-96,67.95,0.1905,2.50,3.75,0
20,-92,66.21,0.1795,3.72,3.14,0
20,-88,63.75,0.2192,4.06,3.46,0
20,-84,58.82,0.2146,3.02,3.37,0
20,-80,57.47,0.2079,2.96,11.18,0
20,-76,64.01,0.2071,4.90,19.79,0
20,-72,59.15,0.2145,4.93,17.57,0
20,-68,59.87,0.2310,4.65,17.16,0
20,-64,57.76,0.2269,5.72,26.38,0
20,-60,53.89,0.2368,5.77,47.46,0
20,-56,50.59,0.2091,5.19,32.08,0
20,-52,47.21,0.2089,4.00,10.55,0
20,-48,47.94,0.2075,3.42,9.43,0
20,-44,48.92,0.2054,3.69,12.16,0
20,-40,47.89,0.2007,3.55,11.05,0
20,-36,54.17,0.2109,5.86,30.68,0
20,-32,51.14,0.1784,9.59,37.53,13
20,-28,42.99,0.1220,10.79,50.09,16
20,-24,44.64,0.1194,7.73,44.10,16
20,-20,47.86,0.1275,9.93,40.65,16
20,-16,44.39,0.1032,8.43,39.08,16
20,-12,45.86,0.0975,10.67,55.00,16
20,-8,45.88,0.1054,9.69,40.43,16
20,-4,47.03,0.1206,11.20,46.00,16
20,0,44.09,0.1134,8.14,45.22,16
20,4,49.40,0.1135,10.53,32.91,16
20,8,51.94,0.1461,11.21,30.79,16
20,12,60.80,0.1486,16.52,33.25,16
20,16,73.87,0.1704,11.53,28.40,16
20,20,68.33,0.1675,8.10,36.92,16
20,24,74.16,0.1742,8.00,33.75,16
20,28,74.14,0.1900,6.93,21.01,16
20,32,81.25,0.1893,6.90,33.33,2
20,36,86.08,0.2066,7.03,35.11,0
20,40,76.51,0.1988,5.21,29.03,0
20,44,79.65,0.1896,5.48,19.99,0
20,48,63.83,0.1990,5.13,8.23,0
20,52,67.46,0.1870,7.43,11.71,0
20,56,75.20,0.1767,6.82,12.03,0
20,60,80.39,0.1952,6.48,17.75,0
20,64,83.19,0.1871,6.55,21.03,0
20,68,82.37,0.1872,7.60,23.05,0
20,72,88.27,0.1932,6.20,39.38,0
20,76,70.11,0.1771,5.13,23.13,0
20,80,67.62,0.1857,3.36,3.55,0
20,84,66.24,0.1703,3.23,2.95,0
20,88,66.90,0.1935,2.48,3.58,0
20,92,65.54,0.1778,2.75,4.42,0
24,-96,65.42,0.1850,3.13,3.60,0
24,-92,65.76,0.1875,3.39,3.64,0
24,-88,62.32,0.1984,2.92,3.55,0
24,-84,60.71,0.2129,3.69,3.58,0
24,-80,59.17,0.1984,3.45,9.82,0
24,-76,61.29,0.2050,5.25,14.09,0
24,-72,56.89,0.2158,3.85,12.91,0
24,-68,58.17,0.2123,4.83,14.23,0
24,-64,59.28,0.2278,5.68,22.70,0
24,-60,55.17,0.2390,4.93,31.64,0
24,-56,52.24,0.2100,4.84,31.12,0
24,-52,48.38,0.1722,3.36,18.77,0
24,-48,49.26,0.1880,4.00,11.32,0
24,-44,50.29,0.1903,3.53,13.50,0
24,-40,46.67,0.1656,3.93,8.19,0
24,-36,48.81,0.1938,4.23,17.99,0
24,-32,48.02,0.1316,14.39,44.80,15
24,-28,42.02,0.1142,7.23,44.16,16
24,-24,43.34,0.1163,5.75,41.65,16
24,-20,43.78,0.0946,6.47,37.75,16
24,-16,42.95,0.1152,6.96,40.28,16
24,-12,38.68,0.1226,7.70,42.63,16
24,-8,36.46,0.0967,6.42,40.33,16
24,-4,36.90,0.1290,6.89,40.90,16
24,0,41.16,0.1095,7.75,39.84,16
24,4,50.99,0.1325,9.85,40.07,16
24,8,46.61,0.1367,6.70,32.02,16
24,12,43.66,0.1676,4.46,25.48,16
24,16,50.58,0.1686,7.52,36.18,16
24,20,59.15,0.1722,6.04,34.32,16
24,24,77.94,0.1910,8.37,26.13,16
24,28,82.79,0.2025,5.00,19.14,14
24,32,81.27,0.1893,4.50,18.11,0
24,36,83.42,0.1905,7.34,19.73,0
24,40,81.51,0.1898,6.61,18.68,0
24,44,70.39,0.1755,7.77,15.00,0
24,48,67.82,0.1736,3.45,9.80,0
24,52,70.35,0.1644,3.62,12.03,0
24,56,68.81,0.1782,3.55,10.21,0
24,60,67.97,0.1762,4.40,11.67,0
24,64,72.87,0.1802,5.28,12.91,0
24,68,78.56,0.1910,7.46,18.79,0
24,72,83.86,0.1888,4.97,25.65,0
24,76,70.79,0.1660,4.58,19.12,0
24,80,64.43,0.1749,2.83,3.26,0
24,84,67.12,0.1841,3.16,3.48,0
24,88,67.21,0.1826,3.55,3.21,0
24,92,63.25,0.1664,1.98,3.97,0
28,-96,63.59,0.1845,3.19,3.90,0
28,-92,68.25,0.1804,2.70,2.92,0
28,-88,64.62,0.1827,2.71,2.96,0
28,-84,57.67,0.2254,2.60,2.93,0
28,-80,54.43,0.2514,2.95,6.69,0
28,-76,55.62,0.2335,5.52,12.52,0
28,-72,57.38,0.2189,6.06,11.26,0
28,-68,53.68,0.2210,5.23,10.74,0
28,-64,57.36,0.2210,5.49,21.65,0
28,-60,51.12,0.2411,5.68,30.38,0
28,-56,53.38,0.2479,5.38,26.19,0
28,-52,50.83,0.1884,4.31,22.88,0
28,-48,46.74,0.1655,3.42,11.66,0
28,-44,52.07,0.1977,3.91,20.86,0
28,-40,50.42,0.2002,5.59,11.70,0
28,-36,52.20,0.2315,4.88,14.54,0
28,-32,51.07,0.1794,12.17,27.35,3
28,-28,41.19,0.0972,10.49,30.90,13
28,-24,43.78,0.0930,4.61,36.00,16
28,-20,43.89,0.0763,6.71,23.18,16
28,-16,41.43,0.0813,3.94,27.49,12
28,-12,43.04,0.0742,5.60,31.66,8
28,-8,39.71,0.0948,6.93,30.52,14
28,-4,38.19,0.0767,6.90,38.21,16
28,0,44.53,0.0678,9.19,43.59,14
28,4,41.20,0.0926,6.30,37.19,12
28,8,41.92,0.1048,8.88,38.59,12
28,12,44.95,0.1618,7.75,25.55,8
28,16,46.51,0.1923,5.10,13.88,14
28,20,60.84,0.2021,8.22,36.04,15
28,24,70.66,0.1934,7.76,33.12,16
28,28,80.01,0.2011,4.50,18.18,1
28,32,82.48,0.1918,8.12,17.99,0
28,36,68.47,0.1744,8.07,13.74,0
28,40,72.65,0.1747,9.53,18.48,0
28,44,67.13,0.1892,4.29,15.06,0
28,48,65.72,0.1702,3.06,8.85,0
28,52,69.36,0.1742,3.07,7.62,0
28,56,68.45,0.1776,3.26,3.42,0
28,60,68.76,0.1815,3.10,2.95,0
28,64,67.70,0.1825,3.05,7.46,0
28,68,71.39,0.1704,7.27,13.32,0
28,72,77.52,0.1817,8.51,17.21,0
28,76,67.02,0.1817,4.46,15.71,0
28,80,66.68,0.1816,3.50,3.05,0
28,84,67.72,0.1844,3.33,3.06,0
28,88,67.78,0.1776,3.59,3.44,0
28,92,66.87,0.1821,3.06,4.03,0
32,-96,64.27,0.1767,2.98,3.50,0
32,-92,68.48,0.1857,3.13,2.98,0
32,-88,66.10,0.1796,3.30,3.11,0
32,-84,59.13,0.2237,3.90,3.34,0
32,-80,55.12,0.2131,2.16,3.59,0
32,-76,54.84,0.2302,3.33,11.09,0
32,-72,52.34,0.2260,4.00,14.50,0
32,-68,48.15,0.2029,4.51,11.49,0
32,-64,56.31,0.2070,5.70,20.78,0
32,-60,51.48,0.2529,4.81,28.69,0
32,-56,53.63,0.2766,5.02,34.73,0
32,-52,52.16,0.2261,5.54,29.64,0
32,-48,49.49,0.1898,4.53,17.99,0
32,-44,56.01,0.2171,4.48,14.00,0
32,-40,56.95,0.2264,6.17,27.83,0
32,-36,59.47,0.2464,4.97,40.28,0
32,-32,53.84,0.2471,4.60,19.93,0
32,-28,52.74,0.2350,6.04,22.12,1
32,-24,53.99,0.2137,10.69,31.59,1
32,-20,47.26,0.2125,10.39,24.80,1
32,-16,44.97,0.1959,9.28,11.12,0
32,-12,45.99,0.1852,9.09,12.66,0
32,-8,46.07,0.1427,10.57,32.60,3
32,-4,43.99,0.1276,9.75,34.34,4
32,0,45.08,0.1679,8.90,19.54,1
32,4,44.42,0.1916,9.28,20.24,0
32,8,45.20,0.1865,10.70,27.60,0
32,12,44.93,0.2711,6.08,11.75,0
32,16,47.01,0.2468,5.09,11.46,0
32,20,56.32,0.2511,4.99,12.11,0
32,24,64.24,0.2147,7.92,26.92,1
32,28,79.82,0.2017,4.83,21.88,0
32,32,83.10,0.1892,5.19,20.55,0
32,36,71.34,0.1766,4.81,19.96,0
32,40,68.56,0.1708,3.53,8.12,0
32,44,66.91,0.1702,3.52,3.04,0
32,48,65.57,0.1773,2.84,3.05,0
32,52,69.05,0.1761,2.54,3.03,0
32,56,64.05,0.1726,2.50,3.06,0
32,60,67.34,0.1753,3.28,3.32,0
32,64,67.01,0.1771,3.27,3.07,0
32,68,65.63,0.1817,3.08,2.94,0
32,72,69.04,0.1836,3.08,4.81,0
32,76,65.62,0.1793,3.33,5.15,0
32,80,64.15,0.1659,3.67,3.27,0
32,84,70.00,0.1719,2.48,3.59,0
32,88,67.16,0.1832,2.98,3.15,0
32,92,66.80,0.1897,2.76,4.28,0
36,-96,67.36,0.1877,2.62,3.80,0
36,-92,66.49,0.1813,3.07,2.85,0
36,-88,62.56,0.1814,2.98,2.96,0
36,-84,59.76,0.2240,3.24,3.17,0
36,-80,57.68,0.2210,3.22,2.74,0
36,-76,54.19,0.2514,3.23,3.09,0
36,-72,48.45,0.2257,3.37,11.60,0
36,-68,48.55,0.2035,6.68,19.98,0
36,-64,54.44,0.2275,4.93,24.86,0
36,-60,50.99,0.2582,4.47,32.63,0
36,-56,52.76,0.2530,5.24,41.03,0
36,-52,55.17,0.1727,6.11,27.88,0
36,-48,47.93,0.1760,5.05,18.22,0
36,-44,55.35,0.2183,4.27,8.98,0
36,-40,54.16,0.2240,4.27,13.55,0
36,-36,53.69,0.2475,4.70,24.89,0
36,-32,48.72,0.2599,6.86,25.74,0
36,-28,42.91,0.2728,5.53,24.06,0
36,-24,40.84,0.2782,3.37,11.52,0
36,-20,39.58,0.2685,2.04,3.47,0
36,-16,41.09,0.2766,2.56,3.19,0
36,-12,42.52,0.2917,2.20,3.27,0
36,-8,45.52,0.2362,2.72,17.61,0
36,-4,44.29,0.2177,4.10,25.12,0
36,0,44.79,0.2416,2.37,3.11,0
36,4,43.37,0.2732,2.07,2.89,0
36,8,46.60,0.2459,3.12,2.87,0
36,12,46.03,0.2628,2.94,2.56,0
36,16,49.30,0.2496,3.52,2.94,0
36,20,55.83,0.2448,2.42,3.58,0
36,24,60.30,0.2296,5.64,12.71,0
36,28,71.77,0.1763,7.98,21.55,0
36,32,80.34,0.1890,6.24,22.32,0
36,36,74.92,0.1735,9.11,21.36,0
36,40,70.66,0.1697,2.67,2.64,0
36,44,70.34,0.1766,3.20,2.93,0
36,48,65.73,0.1687,3.96,3.00,0
36,52,65.61,0.1680,3.41,3.35,0
36,56,66.16,0.1757,3.89,3.15,0
36,60,66.42,0.1810,2.78,3.60,0
36,64,67.28,0.1827,2.84,3.23,0
36,68,65.52,0.1734,3.11,2.89,0
36,72,68.26,0.1928,2.55,3.04,0
36,76,65.43,0.1782,2.84,3.04,0
36,80,65.68,0.1724,3.38,3.30,0
36,84,70.54,0.1631,2.55,3.52,0
36,88,66.95,0.1705,3.44,3.15,0
36,92,66.53,0.1865,2.46,4.30,0
40,-96,66.05,0.1860,3.13,3.95,0
40,-92,68.28,0.1723,3.34,2.98,0
40,-88,65.93,0.1828,3.60,3.55,0
40,-84,61.45,0.2033,2.96,3.47,0
40,-80,57.77,0.2231,3.07,6.80,0
40,-76,57.35,0.2012,5.27,18.62,0
40,-72,54.14,0.1945,10.52,22.99,0
40,-68,60.55,0.1928,9.10,26.32,0
40,-64,55.53,0.2292,4.52,25.80,0
40,-60,51.73,0.2840,5.33,37.79,0
40,-56,57.58,0.2109,8.62,45.60,0
40,-52,51.99,0.1488,6.58,32.94,0
40,-48,54.19,0.2288,5.12,10.46,0
40,-44,60.18,0.1955,4.20,11.46,0
40,-40,61.06,0.2157,3.59,8.33,0
40,-36,58.45,0.2474,3.85,5.22,0
40,-32,52.58,0.2679,4.03,2.74,0
40,-28,44.80,0.2500,3.63,3.34,0
40,-24,41.99,0.2905,2.23,2.83,0
40,-20,43.66,0.2898,3.85,3.30,0
40,-16,43.45,0.2990,2.40,3.52,0
40,-12,44.03,0.2972,1.99,2.86,0
40,-8,48.18,0.2715,2.69,3.10,0
40,-4,49.71,0.2585,2.94,3.32,0
40,0,52.96,0.2593,4.07,3.42,0
40,4,52.68,0.2483,4.27,3.40,0
40,8,58.85,0.2262,3.77,3.30,0
40,12,53.23,0.2781,3.07,2.88,0
40,16,56.42,0.2543,3.13,2.98,0
40,20,63.57,0.2170,3.32,3.19,0
40,24,63.97,0.2094,3.28,3.29,0
40,28,64.87,0.1751,3.51,11.85,0
40,32,78.46,0.1739,7.11,22.82,0
40,36,83.84,0.1903,7.39,24.64,0
40,40,69.16,0.1783,4.37,14.99,0
40,44,64.56,0.1676,3.09,3.01,0
40,48,69.53,0.1806,2.39,3.12,0
40,52,67.89,0.1851,2.82,3.65,0
40,56,69.38,0.1782,3.07,3.27,0
40,60,68.51,0.1854,2.45,2.91,0
40,64,65.41,0.1808,2.09,3.41,0
40,68,68.91,0.1821,3.31,3.42,0
40,72,68.06,0.1807,3.04,5.47,0
40,76,64.46,0.1684,2.28,3.26,0
40,80,63.86,0.1665,2.35,3.50,0
40,84,67.04,0.1740,3.78,3.36,0
40,88,63.79,0.1697,2.15,3.50,0
40,92,64.68,0.1730,2.90,4.63,0
44,-96,65.03,0.1889,3.07,3.57,0
44,-92,67.25,0.1753,3.74,3.29,0
44,-88,62.67,0.2094,3.52,3.33,0
44,-84,60.36,0.2143,3.41,3.61,0
44,-80,59.98,0.2210,3.67,13.35,0
44,-76,67.93,0.2036,5.98,21.62,0
44,-72,67.03,0.2223,7.64,26.20,0
44,-68,60.18,0.2262,7.94,28.86,0
44,-64,54.94,0.2293,5.51,29.45,0
44,-60,53.46,0.2383,5.01,31.63,0
44,-56,58.78,0.2107,6.33,46.38,0
44,-52,56.78,0.2240,7.03,30.83,0
44,-48,64.26,0.1837,3.15,10.89,0
44,-44,66.59,0.1917,2.79,3.17,0
44,-40,63.76,0.1623,2.28,3.22,0
44,-36,61.82,0.1811,2.23,3.17,0
44,-32,61.94,0.2002,3.56,3.61,0
44,-28,57.61,0.2119,6.02,3.16,0
44,-24,52.57,0.2495,4.56,3.58,0
44,-20,55.01,0.2411,3.99,3.06,0
44,-16,55.41,0.2487,6.00,3.52,0
44,-12,52.30,0.2667,5.40,3.54,0
44,-8,57.12,0.2457,6.52,3.17,0
44,-4,57.18,0.2337,3.70,3.31,0
44,0,59.95,0.1995,3.09,3.51,0
44,4,60.18,0.2099,3.53,3.02,0
44,8,61.90,0.2232,3.26,3.21,0
44,12,60.51,0.2277,3.43,2.80,0
44,16,63.65,0.2012,3.64,3.36,0
44,20,65.69,0.1952,2.79,3.43,0
44,24,60.90,0.2216,2.37,3.23,0
44,28,66.27,0.2029,4.05,3.39,0
44,32,68.84,0.1759,5.41,15.40,0
44,36,70.34,0.1781,8.22,17.86,0
44,40,66.10,0.1765,3.15,5.66,0
44,44,67.07,0.1728,3.24,3.07,0
44,48,66.52,0.1750,3.19,3.31,0
44,52,64.26,0.1776,2.46,3.41,0
44,56,65.73,0.1821,3.39,2.96,0
44,60,67.54,0.1715,3.32,3.09,0
44,64,66.19,0.1818,2.98,3.41,0
44,68,67.83,0.1870,3.50,3.16,0
44,72,66.45,0.1772,3.49,9.99,0
44,76,65.06,0.1681,2.95,5.77,0
44,80,67.14,0.1818,3.60,3.30,0
44,84,68.14,0.1788,3.62,3.10,0
44,88,66.38,0.1749,3.30,3.18,0
44,92,66.52,0.1915,3.25,4.62,0
48,-96,67.16,0.1906,2.62,4.37,0
48,-92,66.56,0.1821,2.57,3.61,0
48,-88,65.56,0.1898,3.05,3.13,0
48,-84,61.81,0.2140,3.50,3.39,0
